Scheme Name,URL,Region,Tags
Indira Gandhi National Vridhavastha Pension Yojana,https://www.myscheme.gov.in/schemes/ignvpy,Madhya Pradesh,"Below Poverty Line, Financial Assistance, Old Age, Pension, Below Poverty Line, Financial Assistance, Old Age, Pension"
Homes For Intellectually Impaired Persons,https://www.myscheme.gov.in/schemes/hiip,Maharashtra,"Child, Person With Disability, Shelter, Social Justice, Child, Person With Disability, Shelter, Social Justice"
Chief Ministergi Shotharabasingi Tengbang,https://www.myscheme.gov.in/schemes/cmst,Manipur,"Concession, Person With Disability, PwD, Travel, Concession, Person With Disability, PwD, Travel"
Arunachal Pradesh Entrepreneurship Challenge,https://www.myscheme.gov.in/schemes/apepc,Arunachal Pradesh,"Arunachal Pradesh, Business Venture, Entrepreneurship, Self-employed, Training, Arunachal Pradesh, Business Venture, Entrepreneurship, Self-employed, Training"
Saur Sujala Yojana,https://www.myscheme.gov.in/schemes/ssyc,Chhattisgarh,"Empower, Farmers, Renewable Energy, Solar Irrigation Pumps, Subsidy, Empower, Farmers, Renewable Energy, Solar Irrigation Pumps, Subsidy"
Stipend Scheme For Scheduled Tribes - Poultry Training Stipend,https://www.myscheme.gov.in/schemes/ssst-pts,Gujarat,"Cash Assistance, Poultry Farming, Scheduled Tribe, Stipend, Training, Cash Assistance, Poultry Farming, Scheduled Tribe, Stipend, Training"
Widow B.Ed Scheme-Rajasthan,https://www.myscheme.gov.in/schemes/wbedrj,Rajasthan,"Abandoned Women, Empowerment, Higher Education, Student, Abandoned Women, Empowerment, Higher Education, Student"
Quality Improvement Programme (QIP),https://www.myscheme.gov.in/schemes/qip,Ministry of Education,"Allowance, Direct Benefit Transfer, Faculty, Postgraduation, Scholarship, Allowance, Direct Benefit Transfer, Faculty, Postgraduation, Scholarship"
Thayi Bhagya Scheme(comprehensive Maternal Healthcare),https://www.myscheme.gov.in/schemes/thayi-bhagya,Karnataka,
Death Benefit Scheme (APB&OCWWB),https://www.myscheme.gov.in/schemes/dbsapbandocwwb,Arunachal Pradesh,"Construction Worker, Death, Financial Assistance, Labour, Construction Worker, Death, Financial Assistance, Labour"
Scholarship To Scheduled Castes Students Studying In Government ITI’s,https://www.myscheme.gov.in/schemes/sscssgi,Haryana,"ITI, Scheduled Caste, Scholarship, Skill Development, Students, ITI, Scheduled Caste, Scholarship, Skill Development, Students"
Schedule Caste Pre-Metric Scholarship Class 06 To 08,https://www.myscheme.gov.in/schemes/scpmsc,Rajasthan,"Education, Empowerment, Encourage, Financial Assitance, Education, Empowerment, Encourage, Financial Assitance"
Livestock Health and Diseases Control,https://www.myscheme.gov.in/schemes/lhadc,"Ministry of Fisheries,Animal Husbandry and Dairying","Animal Health, Animal Husbandry, Livestock Diseases, Animal Health, Animal Husbandry, Livestock Diseases"
Financial Assistance To Institutions/Societies Belonging To Scheduled Castes/Backward Classes,https://www.myscheme.gov.in/schemes/faisbscbc,Haryana,"Backward Class, Construction Of Building, Financial Assistance, Institution, Scheduled Caste, Society, Backward Class, Construction Of Building, Financial Assistance, Institution, Scheduled Caste, Society"
Chief Minister's Jeevan Jyoti Swaniyojan Yojana,https://www.myscheme.gov.in/schemes/cm-swaniyojan-yojana,Assam,"Employment, Jeevan Jyoti, Selfemployed, Unemployed, Youth Empowerment, Employment, Jeevan Jyoti, Selfemployed, Unemployed, Youth Empowerment"
Scholarships For Higher Education Abroad To Meritorious Boys And Girls From Open Category,https://www.myscheme.gov.in/schemes/sheambgoc,Maharashtra,"Abroad, Higher Education, Open Category, Scholarship, Students, Abroad, Higher Education, Open Category, Scholarship, Students"
Ramalingaswami Re-Entry Fellowship,https://www.myscheme.gov.in/schemes/rrf,Ministry Of Science And Technology,"Fellowship, Grant, PhD, Research, Fellowship, Grant, PhD, Research"
Financial Assistance For Development Of Buddhist/Tibetan Arts And Culture,https://www.myscheme.gov.in/schemes/fadbtac,Ministry Of Culture,"Art, Buddhist, Culture, Financial Assistance, Monasteries, Tibetan, Art, Buddhist, Culture, Financial Assistance, Monasteries, Tibetan"
Krushi Mahotsav,https://www.myscheme.gov.in/schemes/km,Gujarat,"Agriculture, Education, Famers, Farm Mechanization, Scientific Farming, Training, Agriculture, Education, Famers, Farm Mechanization, Scientific Farming, Training"
"Futkar Sabji, Phal-Phool Vikreta Hetu Taraju, Baat Evan Tokari Sahaayata Yojana",https://www.myscheme.gov.in/schemes/fsppv,Chhattisgarh,"Empowerment, Equipment, Financial Assistance, Empowerment, Equipment, Financial Assistance"
Financial Assistance To Visually Impaired Advocates,https://www.myscheme.gov.in/schemes/favia,Kerala,"Advocate, Blind, Court, Financial Assistance, Visually Impaired, Advocate, Blind, Court, Financial Assistance, Visually Impaired"
Economic Help To Sahariya Tribal Girl Students (Class 11 And 12),https://www.myscheme.gov.in/schemes/ehstgs,Rajasthan,"Education, Financial Assistance, Girl Empowerment, Education, Financial Assistance, Girl Empowerment"
Skill Development Fee Reimbursement Scheme,https://www.myscheme.gov.in/schemes/sdfrs,Goa,"Business, Education, Entrepreneurship, Reimbursement, Skill, Training, Business, Education, Entrepreneurship, Reimbursement, Skill, Training"
Incentive To Saharia Students For B.Ed,https://www.myscheme.gov.in/schemes/issfb,Rajasthan,"Education, Financial Assistane, Higher Education, Student, Education, Financial Assistane, Higher Education, Student"
"Coaching Assistance Scheme For Scheduled Caste Students For Pre-Exam Preparation Like NEET, JEE, GUJCET",https://www.myscheme.gov.in/schemes/casscsppnjg,Gujarat,"Coaching, Financial Assistance, NEET, JEE, GUJCET, Preparation, Scheduled Caste, Students, Coaching, Financial Assistance, NEET, JEE, GUJCET, Preparation, Scheduled Caste, Students"
Aswasakiranam,https://www.myscheme.gov.in/schemes/ak,Kerala,"Financial Assistance, Mentally Disabled, Money Assistance, Physically Disabled, Financial Assistance, Mentally Disabled, Money Assistance, Physically Disabled"
Nirmaan Shramik Mrtyu Evan Divyaang Sahaayata Yojana,https://www.myscheme.gov.in/schemes/nsmedsy,Chhattisgarh,"Death Benefits, Disability Benefits, Financial Assistance, Death Benefits, Disability Benefits, Financial Assistance"
Ashirwad,https://www.myscheme.gov.in/schemes/asd,Punjab,"Empowerment, Financial Assistance, Shagun, Social Welfare, Empowerment, Financial Assistance, Shagun, Social Welfare"
Scheme for Promoting Young Talents in Science-II,https://www.myscheme.gov.in/schemes/spytis-ii,Kerala,"Financial Assistance, Polytechnic, Science Project, Student, Technical Assistance, Undergraduate, Young Talent, Financial Assistance, Polytechnic, Science Project, Student, Technical Assistance, Undergraduate, Young Talent"
Institutional Support for Development and Marketing of Tribal Products/Produce,https://www.myscheme.gov.in/schemes/isdmtpp,Ministry Of Tribal Affairs,"Empowerment, Livelihood, Marketing, Scheduled Tribe, Tribal Products, TRIFED, Empowerment, Livelihood, Marketing, Scheduled Tribe, Tribal Products, TRIFED"
Innovation In Science Pursuit For Inspired Research (INSPIRE) - Internship,https://www.myscheme.gov.in/schemes/inspire-i,Ministry Of Science And Technology,"Camp, Internship, Science, Student, Camp, Internship, Science, Student"
Skill Development Promotion Scheme,https://www.myscheme.gov.in/schemes/sdps,Goa,"Business, Entrepreneurship, Skill, Startup, Subsidy, Business, Entrepreneurship, Skill, Startup, Subsidy"
Mukhyamantri Aawasiye Bhu-Adhikaar Yojana,https://www.myscheme.gov.in/schemes/mabay,Madhya Pradesh,"Housing, Land, Plots, Shelter, Housing, Land, Plots, Shelter"
Hiv / Aids Pension Scheme,https://www.myscheme.gov.in/schemes/haps,Puducherry,"Financial Assistance, HIV / AIDS, Medical Expenses, Pension, Petty Personal Expenses, Financial Assistance, HIV / AIDS, Medical Expenses, Pension, Petty Personal Expenses"
Abhayakiranam Scheme-Financial Assistance To Destitute Widows,https://www.myscheme.gov.in/schemes/as-fadw,Kerala,"Destitute, Financial Assistance, Homeless, Relative, Widow, Destitute, Financial Assistance, Homeless, Relative, Widow"
Award Of Stipend To VJNT And SBC Students Studying In ITI,https://www.myscheme.gov.in/schemes/awvsssi,Maharashtra,"ITI, Special Backward Class, Technical Education, Vimukta Jati Nomadic Tribes, ITI, Special Backward Class, Technical Education, Vimukta Jati Nomadic Tribes"
National Action Plan for Skill Development of Persons with Disabilities,https://www.myscheme.gov.in/schemes/nap-sdp,Ministry Of Social Justice and Empowerment,"Citizen Empowerment, DBT, Employment, Person With Disability, PwD, Skill, Training, Citizen Empowerment, DBT, Employment, Person With Disability, PwD, Skill, Training"
Sastraposhini Scheme,https://www.myscheme.gov.in/schemes/sskerala,Kerala,"Grant, Laboratory, School, Teacher, Training, Grant, Laboratory, School, Teacher, Training"
Gatidhara Scheme,https://www.myscheme.gov.in/schemes/gs-west-bengal,West Bengal,"Commercial Vehicle, Subsidy, Transport Service, Unemployed, Youth, Commercial Vehicle, Subsidy, Transport Service, Unemployed, Youth"
"Goa (Technical/ Vocational Training To Sex Workers And Sexually Abused Women) Scheme, 2013 (PRABHAT)",https://www.myscheme.gov.in/schemes/gtvtswsawwws,Goa,"Education, Protection, Reintegration, Sex Worker, Shelter, Skill, Vocational Education, Education, Protection, Reintegration, Sex Worker, Shelter, Skill, Vocational Education"
Mukhyamantri Noni Sashaktikaran Sahayata Yojana,https://www.myscheme.gov.in/schemes/mnssy,Chhattisgarh,"Empowerment, Financial Assistance, Girl Education, Empowerment, Financial Assistance, Girl Education"
Swasraya Scheme For Parents/Mothers Of Physically Handicapped/Mentally Retarded Persons,https://www.myscheme.gov.in/schemes/sspmphmrp,Kerala,"BPL, Financial Assistance, Mentally Retarded, Mother, Parents, Physically Handicapped, Self-employment, BPL, Financial Assistance, Mentally Retarded, Mother, Parents, Physically Handicapped, Self-employment"
Scheme for Upliftment of Utsavi Rangabhumi of Goa,https://www.myscheme.gov.in/schemes/suurg,Goa,"Artist, Festival, Musical, Theatre, Village, Artist, Festival, Musical, Theatre, Village"
Marriage Incentive Reward Scheme,https://www.myscheme.gov.in/schemes/mirs,Uttar Pradesh,"Empowerment, Financial Assistance, Social Welfare, Widow Marriage, Empowerment, Financial Assistance, Social Welfare, Widow Marriage"
Swahid Kushal Konwar Sarbajanin Briddha Pension Achoni,https://www.myscheme.gov.in/schemes/skksbpa,Assam,"Pension, Senior Citizen, Social Welfare, Pension, Senior Citizen, Social Welfare"
Junior Merit (Class - 11 To 12),https://www.myscheme.gov.in/schemes/jms-11and12,Odisha,"Class XI, Class XII, E-medhabruti, Scholarship, Students, Class XI, Class XII, E-medhabruti, Scholarship, Students"
Mizoram Research Fellowship,https://www.myscheme.gov.in/schemes/mrf,Mizoram,"Fellowship, PhD, Postgraduation, Research, Fellowship, PhD, Postgraduation, Research"
Pradhan Mantri Matsya Sampada Yojana,https://www.myscheme.gov.in/schemes/pmmsy,"Ministry of Fisheries,Animal Husbandry and Dairying","Agriculture, Farming, Fisheries, Agriculture, Farming, Fisheries"
Jagananna Amma Vodi,https://www.myscheme.gov.in/schemes/jav,Andhra Pradesh,"Financial Assistance, Scholarship, Student, Financial Assistance, Scholarship, Student"
Akanksha Scheme,https://www.myscheme.gov.in/schemes/aks,Madhya Pradesh,"AIIMS, CLET, Entrance Exam, JEE, NEET, AIIMS, CLET, Entrance Exam, JEE, NEET"
Stipend To Students Studying At Govt. Hindi Institute Dimapur,https://www.myscheme.gov.in/schemes/sssghid,Nagaland,
Persons With Disabilities Scheme In Colleges: Financial Assistance To Visually Challenged Teachers,https://www.myscheme.gov.in/schemes/favct,Ministry Of Social Justice and Empowerment,"Education, Higher Education, Learning, Persons With Diablities, Teachers, Education, Higher Education, Learning, Persons With Diablities, Teachers"
Development Of Playfield Under CMSGUY,https://www.myscheme.gov.in/schemes/dp-cmsguy,Assam,"Development, Infrastructure, School, Development, Infrastructure, School"
Farmer Suicide Ex-Gratia,https://www.myscheme.gov.in/schemes/fseg,Andhra Pradesh,"Farmer, Financial Assistance, Suicide, Farmer, Financial Assistance, Suicide"
Double Bedroom Housing Scheme (2BHK Scheme),https://www.myscheme.gov.in/schemes/dbhs-2bhks,Telangana,"Housing, Shelter, Housing, Shelter"
Chief Minister's State Disability Pension Scheme - Sikkim,https://www.myscheme.gov.in/schemes/cmdps-sikkim,Sikkim,"Below Poverty Line, Direct Benefit Transfer, Disability, Pension, Below Poverty Line, Direct Benefit Transfer, Disability, Pension"
Rajasthan Chief Minister's Relief Fund - Accident Assistance,https://www.myscheme.gov.in/schemes/rcmrf-aa,Rajasthan,"Accident, Financial Assistance, Accident, Financial Assistance"
YSR Law Nestham,https://www.myscheme.gov.in/schemes/ysrln,Andhra Pradesh,"Financial Assistance, Law Graduate, Social Welfare, Financial Assistance, Law Graduate, Social Welfare"
Stipends To Trainees In Industrial Training Institute,https://www.myscheme.gov.in/schemes/stiti,Maharashtra,"ITI, Scheduled Caste, Stipends, Students, Trainees, ITI, Scheduled Caste, Stipends, Students, Trainees"
Pension Yojana (JBOCWWB),https://www.myscheme.gov.in/schemes/py-jbocwwb,Jharkhand,"Construction Worker, Financial Assistance, Pension, Construction Worker, Financial Assistance, Pension"
Rupashree Prakalpa,https://www.myscheme.gov.in/schemes/wbrupashree,West Bengal,
Border Areas Scholarship,https://www.myscheme.gov.in/schemes/bas,Meghalaya,"Financial Assistance, Scholarship, Student, Subsidy, Financial Assistance, Scholarship, Student, Subsidy"
Film Finance Scheme,https://www.myscheme.gov.in/schemes/fss,Assam,"Film, Filmmaker, Financial Assistance, Funding, Producers, Film, Filmmaker, Financial Assistance, Funding, Producers"
Financial Assistance for Setting up Crab Culture Unit,https://www.myscheme.gov.in/schemes/fasuccu,Goa,"Aquaculture, Financial Assistance, Fishermen, Subsidy, Aquaculture, Financial Assistance, Fishermen, Subsidy"
Incentive to Widow's Remarriage,https://www.myscheme.gov.in/schemes/iwr,Puducherry,"Financial Assistance, Marriage, Remarriage, Social Welfare, Widow, Financial Assistance, Marriage, Remarriage, Social Welfare, Widow"
Kisan Credit Card,https://www.myscheme.gov.in/schemes/kcc,Ministry Of Agriculture and Farmers Welfare,"Credit Card, Kisan, Credit Card, Kisan"
Pre-Matric Scholarship,https://www.myscheme.gov.in/schemes/pmrs,Ministry Of Social Justice and Empowerment,"Education, Financial Assistance, Student Welfare, Education, Financial Assistance, Student Welfare"
Swarnajayanti Fellowships Scheme,https://www.myscheme.gov.in/schemes/sjfs,Ministry Of Science And Technology,"Fellowship, PhD, Research, Swarnajayanti, Young Scientist, Fellowship, PhD, Research, Swarnajayanti, Young Scientist"
Coir Vikas Yojana-Skill Upgradation and Mahila Coir Yojana,https://www.myscheme.gov.in/schemes/cvy-sumcy,"Ministry Of Micro, Small and Medium Enterprises","Coir, Entrepreneur, Mahila, MSME, Self-employment, Skill Upgradation, Stipend, Training, Coir, Entrepreneur, Mahila, MSME, Self-employment, Skill Upgradation, Stipend, Training"
National Bamboo Mission,https://www.myscheme.gov.in/schemes/nbm,Ministry Of Agriculture and Farmers Welfare,"Bamboo Marketing, Bamboo Plantation, Product Development, Quality Planting Material, Bamboo Marketing, Bamboo Plantation, Product Development, Quality Planting Material"
MeitY - Visvesvaraya PhD Scheme For Electronics & IT,https://www.myscheme.gov.in/schemes/vpseit,Ministry of Electronics and Information Technology,"Fellowship, PhD, Fellowship, PhD"
Girl Students Health & Hygiene Scheme,https://www.myscheme.gov.in/schemes/gshhs,Arunachal Pradesh,"Girl, Health, Hygiene, Sanitary Napkin, Student, Girl, Health, Hygiene, Sanitary Napkin, Student"
Reimbursement of membership Fee in Government promoted E-Commerce Portals,https://www.myscheme.gov.in/schemes/rmfgp,"Ministry Of Micro, Small and Medium Enterprises","Business, Entrepreneurship, Financial Assistance, Business, Entrepreneurship, Financial Assistance"
Pradhan Mantri Gram Sadak Yojana,https://www.myscheme.gov.in/schemes/pmgsy,Ministry Of Rural Development,"Road, Rural, Road, Rural"
Revival and Rehabilitation Scheme for Defunct MSMEs and Cashew Processing Units,https://www.myscheme.gov.in/schemes/rrsdmsmecpu,Kerala,"Cashew Unit, Defunct MSME, Entrepreneur, Financial Assistance, Rehabilitation, Revival, Cashew Unit, Defunct MSME, Entrepreneur, Financial Assistance, Rehabilitation, Revival"
ICAR Post Matric Scholarship For Scheduled Caste / Scheduled Tribes Candidates,https://www.myscheme.gov.in/schemes/icar-pmsssstc,Ministry Of Agriculture and Farmers Welfare,"Agriculture, Post Matric, Scheduled Caste, Scheduled Tribe, Scholarship, Agriculture, Post Matric, Scheduled Caste, Scheduled Tribe, Scholarship"
Pre-Matric Scholarships to the Children of Those Engaged in Occupations Involving Cleaning and Prone to Health Hazards,https://www.myscheme.gov.in/schemes/pmscteoicphh,Ministry Of Social Justice and Empowerment,"Education, Pre-Matric, Scholarship, School, Student, Education, Pre-Matric, Scholarship, School, Student"
Financial Assistance for Purchase of Fuel (Petrol) to the Fishermen for Operation of Out Board Motors,https://www.myscheme.gov.in/schemes/fapfpfoobm,Goa,"Financial Assistance, Fish, Fishermen, Petrol, Subsidy, Financial Assistance, Fish, Fishermen, Petrol, Subsidy"
Scheme to Provide Financial Assistance to the Publishers for Publishing Books of Goan Authors,https://www.myscheme.gov.in/schemes/spfappbga,Goa,"Book, Culture, Financial Assistance, Publish, Book, Culture, Financial Assistance, Publish"
Chhattisgarh Mukhyamantri Kanya Vivah Yojana,https://www.myscheme.gov.in/schemes/cmkvy,Chhattisgarh,"BPL Category, Financial Assistance, Girl Marriage, Group Marriages, BPL Category, Financial Assistance, Girl Marriage, Group Marriages"
Grant of Incentive to the Family having One Girl/Two Girl Children and Parents who have undergone Family Planning,https://www.myscheme.gov.in/schemes/gifogc-fp,Puducherry,"Child, Family, Financial Assistance, Girl, Grant, Incentive, Child, Family, Financial Assistance, Girl, Grant, Incentive"
Central Sector Scheme of National Fellowship for Providing Fellowship to Scheduled Caste Students to Pursue M.Phil. & PhD,https://www.myscheme.gov.in/schemes/ccsnfpfscsmap,Ministry Of Social Justice and Empowerment,"Fellowship, PhD, Research, Scheduled Caste, Social Justice, Fellowship, PhD, Research, Scheduled Caste, Social Justice"
